ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	TitleIcon图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效	orderId
25073	鳄鱼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_dashae.png	topmembers/tophead_char_dashae.png	person/poster_char_dashae.png	none	none	battleperson/poster_battle_dashae.png	fightNormalAttack.mp3	0
25074	鳄鱼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_dashae.png	topmembers/tophead_char_dashae.png	person/poster_char_dashae.png	none	none	battleperson/poster_battle_dashae.png	fightNormalAttack.mp3	0
25075	鳄鱼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_dashae.png	topmembers/tophead_char_dashae.png	person/poster_char_dashae.png	none	none	battleperson/poster_battle_dashae.png	fightNormalAttack.mp3	0
25076	鳄鱼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_dashae.png	topmembers/tophead_char_dashae.png	person/poster_char_dashae.png	none	none	battleperson/poster_battle_dashae.png	fightNormalAttack.mp3	0
25077	鳄鱼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_dashae.png	topmembers/tophead_char_dashae.png	person/poster_char_dashae.png	none	none	battleperson/poster_battle_dashae.png	fightNormalAttack.mp3	0
25078	鳄鱼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_dashae.png	topmembers/tophead_char_dashae.png	person/poster_char_dashae.png	none	none	battleperson/poster_battle_dashae.png	fightNormalAttack.mp3	0
25081	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25082	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25083	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25084	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25085	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25086	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25087	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25088	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25091	N罗	1	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_luo.png	topmembers/tophead_char_luo.png	person/poster_char_luo.png	none	none	battleperson/poster_battle_luo.png	sound/man05.mp3	0
25092	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25093	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25094	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25095	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25096	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25097	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25098	海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25101	用枪的海贼	1	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25102	用枪的海贼	1	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25103	用枪的海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25104	用枪的海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25105	用枪的海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25106	用枪的海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25107	用枪的海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25108	用枪的海贼	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25111	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25112	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25113	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25114	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25115	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25116	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25117	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25118	N乔巴	2	1	0	77	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_qiaoba.png	topmembers/tophead_char_qiaoba.png	person/poster_char_qiaoba.png	none	none	battleperson/poster_battle_qiaoba.png	sound/qiaoba.mp3	0
25121	N罗	1	1	0	38	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_luo.png	topmembers/tophead_char_luo.png	person/poster_char_luo.png	none	none	battleperson/poster_battle_luo.png	sound/man05.mp3	0
25122	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25123	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25124	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25125	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25126	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25127	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25128	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25131	N斯摩格	2	1	0	15	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_simoge.png	topmembers/tophead_char_simoge.png	person/poster_char_simoge.png	none	none	battleperson/poster_battle_simoge.png	sound/man06.mp3	0
25132	N达斯琪	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_dasiqi.png	topmembers/tophead_char_dasiqi.png	person/poster_char_dasiqi.png	none	none	battleperson/poster_battle_dasiqi.png	sound/girl05.mp3	0
25133	海军	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
25134	海军	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
25135	海军	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
25136	海军	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
25137	海军	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
25138	海军	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
25141	N莫奈	1	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_monai.png	topmembers/tophead_char_monai.png	person/poster_char_monai.png	none	none	battleperson/poster_battle_monai.png	sound/girl04.mp3	0
25142	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25143	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25144	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25145	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25146	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25147	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25148	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25151	N凯撒	1	1	0	13	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_kaisa.png	topmembers/tophead_char_kaisa.png	person/poster_char_kaisa.png	none	none	battleperson/poster_battle_kaisa.png	sound/man05.mp3	0
25152	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25153	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25154	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25155	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25156	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25157	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25158	海贼	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25161	N凯撒	1	1	0	36	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_kaisa.png	topmembers/tophead_char_kaisa.png	person/poster_char_kaisa.png	none	none	battleperson/poster_battle_kaisa.png	sound/man05.mp3	0
25162	N莫奈	1	1	0	33	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_monai.png	topmembers/tophead_char_monai.png	person/poster_char_monai.png	none	none	battleperson/poster_battle_monai.png	sound/girl04.mp3	0
25163	海贼	2	1	0	77	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25164	海贼	2	1	0	69	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25165	海贼	2	1	0	64	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25166	海贼	2	1	0	76	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25167	海贼	2	1	0	69	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
25168	海贼	2	1	0	69	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_shanzei.png	topmembers/tophead_char_shanzei.png	person/poster_char_shanzei.png	none	none	battleperson/poster_battle_shanzei.png	fightNormalAttack.mp3	0
26011	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26012	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26013	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26014	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26015	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26016	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26017	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26018	海贼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haidao1.png	topmembers/tophead_char_haidao1.png	person/poster_char_haidao1.png	none	none	battleperson/poster_battle_haidao1.png	fightNormalAttack.mp3	0
26021	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26022	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26023	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26024	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26025	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26026	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26027	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26028	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun1.png	topmembers/tophead_char_haijun1.png	person/poster_char_haijun1.png	none	none	battleperson/poster_battle_haijun1.png	fightNormalAttack.mp3	0
26031	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26032	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26033	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26034	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26035	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26036	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26037	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26038	海军	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_haijun2.png	topmembers/tophead_char_haijun2.png	person/poster_char_haijun2.png	none	none	battleperson/poster_battle_haijun2.png	fightNormalAttack.mp3	0
26041	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26042	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26043	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26044	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26045	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26046	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26047	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26048	鲨鱼	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_konglong2.png	topmembers/tophead_char_konglong2.png	person/poster_char_konglong2.png	none	none	battleperson/poster_battle_konglong2.png	fightNormalAttack.mp3	0
26051	海贼杂兵	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
26052	海贼杂兵	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
26053	海贼杂兵	2	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_yuzushou.png	topmembers/tophead_char_yuzushou.png	person/poster_char_yuzushou.png	none	none	battleperson/poster_battle_yuzushou.png	fightNormalAttack.mp3	0
